string,occurance,result,prob
'1010011111',0,p(1|1010011111),0.984096264255005
'1010100000',1,p(1|1010100000),0.019881946915624164
'1010100001',0,p(1|1010100001),0.0016003594688680648
'1010100010',0,p(1|1010100010),0.14287055134893412
'1010100011',0,p(1|1010100011),0.03742993217348576
'1010100100',0,p(1|1010100100),0.11055113483094699
'1010100101',1,p(1|1010100101),0.0027093090441646156
'1010100110',0,p(1|1010100110),0.8209858071398296
'1010100111',0,p(1|1010100111),0.25101063049256994
'1010101000',0,p(1|1010101000),0.018460821397929844
'1010101001',0,p(1|1010101001),0.08348884704858414
'1010101010',0,p(1|1010101010),0.0016861386455837447
'1010101011',0,p(1|1010101011),0.008056060715684456
'1010101100',0,p(1|1010101100),0.8725444446282116
'1010101101',0,p(1|1010101101),0.9902223988948797
'1010101110',0,p(1|1010101110),0.3915816517651391
'1010101111',0,p(1|1010101111),0.4314661271575251
'1010110000',1,p(1|1010110000),0.07624434048928969
'1010110001',0,p(1|1010110001),0.346901871419145
'1010110010',1,p(1|1010110010),5.006284135529003e-05
'1010110011',0,p(1|1010110011),0.4842796989381589
'1010110100',0,p(1|1010110100),0.26470413682088223
'1010110101',0,p(1|1010110101),0.749532652624931
'1010110110',0,p(1|1010110110),0.9283330924825925
'1010110111',2,p(1|1010110111),0.5029136031515582
'1010111000',0,p(1|1010111000),0.34005715386083135
'1010111001',0,p(1|1010111001),0.0069701149291574935
'1010111010',0,p(1|1010111010),0.01173758949059795
'1010111011',0,p(1|1010111011),0.009629779571251574
'1010111100',0,p(1|1010111100),0.48529138744778966
'1010111101',0,p(1|1010111101),0.9999808970492496
'1010111110',0,p(1|1010111110),0.4721226475366594
'1010111111',0,p(1|1010111111),0.9960240269601904
'1011000000',6,p(1|1011000000),0.49203343484278556
'1011000001',2,p(1|1011000001),0.9348306294781937
'1011000010',0,p(1|1011000010),0.9639950779913974
'1011000011',3,p(1|1011000011),0.31942915107504444
'1011000100',0,p(1|1011000100),0.2529163752657221
'1011000101',2,p(1|1011000101),0.9681690916215646
'1011000110',0,p(1|1011000110),0.5086091207273902
'1011000111',2,p(1|1011000111),0.5007615608840369
'1011001000',0,p(1|1011001000),0.7363251348972188
'1011001001',1,p(1|1011001001),0.11113166773797531
'1011001010',0,p(1|1011001010),0.010078966940917186
'1011001011',0,p(1|1011001011),0.9975063829099744
'1011001100',0,p(1|1011001100),0.006253236142035904
'1011001101',0,p(1|1011001101),0.4983283390776446
'1011001110',0,p(1|1011001110),0.3317356858327349
'1011001111',0,p(1|1011001111),0.9944837248612417
'1011010000',3,p(1|1011010000),1.7569239085361698e-05
'1011010001',0,p(1|1011010001),0.12985567255649122
'1011010010',1,p(1|1011010010),0.09250201997058263
'1011010011',0,p(1|1011010011),0.04184767260076001
'1011010100',0,p(1|1011010100),0.9721487931944264
'1011010101',0,p(1|1011010101),0.5200851406303955
'1011010110',0,p(1|1011010110),0.6650989934002464
'1011010111',0,p(1|1011010111),0.5859638956796221
'1011011000',0,p(1|1011011000),0.17147291365169043
'1011011001',0,p(1|1011011001),0.03902497659857566
'1011011010',0,p(1|1011011010),0.000264008419008941
'1011011011',0,p(1|1011011011),0.9988900866376931
'1011011100',1,p(1|1011011100),0.10991003234922817
'1011011101',0,p(1|1011011101),0.9839781679585875
'1011011110',1,p(1|1011011110),0.14803881065303393
'1011011111',1,p(1|1011011111),0.8746719486612867
'1011100000',1,p(1|1011100000),7.595559231522124e-05
'1011100001',2,p(1|1011100001),0.9367374220321796
'1011100010',1,p(1|1011100010),0.001853684656686319
'1011100011',1,p(1|1011100011),0.0002720775902065183
'1011100100',1,p(1|1011100100),0.003390272072844262
'1011100101',0,p(1|1011100101),0.15297248323401477
'1011100110',0,p(1|1011100110),0.49257211093990966
'1011100111',0,p(1|1011100111),0.9949091362433417
'1011101000',0,p(1|1011101000),0.0004941729654440421
'1011101001',0,p(1|1011101001),0.17272548314481545
'1011101010',0,p(1|1011101010),0.0016861386455837447
'1011101011',0,p(1|1011101011),0.0031735996758756957
'1011101100',0,p(1|1011101100),0.0001470782913440456
'1011101101',2,p(1|1011101101),0.0002293415481826406
'1011101110',0,p(1|1011101110),0.0012165049115960805
'1011101111',0,p(1|1011101111),0.9691669039554521
'1011110000',3,p(1|1011110000),0.671615324468689
'1011110001',2,p(1|1011110001),0.9021813674958324
'1011110010',1,p(1|1011110010),0.05725811202181926
'1011110011',1,p(1|1011110011),0.07692527207832767
'1011110100',0,p(1|1011110100),0.09853739688783598
'1011110101',0,p(1|1011110101),0.7433013542906767
'1011110110',2,p(1|1011110110),0.00019035270230110944
'1011110111',0,p(1|1011110111),0.9969397050145583
'1011111000',0,p(1|1011111000),0.026664974142900207
'1011111001',5,p(1|1011111001),0.40149462402163133
'1011111010',0,p(1|1011111010),0.05086288779259113
'1011111011',2,p(1|1011111011),0.9533172417480019
'1011111100',0,p(1|1011111100),0.8125866441133243
'1011111101',0,p(1|1011111101),0.99998450137958
'1011111110',0,p(1|1011111110),0.4718634463790643
'1011111111',2,p(1|1011111111),0.0775418715628
'1100000000',16,p(1|1100000000),0.0024023596171203953
'1100000001',6,p(1|1100000001),0.020129591992127858
'1100000010',4,p(1|1100000010),0.24239087433102882
'1100000011',5,p(1|1100000011),0.0011726877518638767
'1100000100',3,p(1|1100000100),0.6508280212635347
'1100000101',0,p(1|1100000101),0.13415771901370865
'1100000110',2,p(1|1100000110),0.46706839526115307
'1100000111',1,p(1|1100000111),0.8819563974538632
'1100001000',1,p(1|1100001000),0.0005143237522033868
'1100001001',0,p(1|1100001001),0.026104223157939706
'1100001010',0,p(1|1100001010),0.00906458060958094
'1100001011',3,p(1|1100001011),0.32110564492616395
'1100001100',1,p(1|1100001100),0.9600425311782452
'1100001101',5,p(1|1100001101),0.19727314294946965
'1100001110',1,p(1|1100001110),0.004867452802577312
'1100001111',4,p(1|1100001111),0.0010787674108602655
'1100010000',11,p(1|1100010000),0.00284097316131682
'1100010001',1,p(1|1100010001),0.004738664774840367
'1100010010',4,p(1|1100010010),0.0021640337932226465
'1100010011',2,p(1|1100010011),0.005187360612905689
'1100010100',1,p(1|1100010100),0.00048488145625913756
'1100010101',0,p(1|1100010101),0.11598918483502861
'1100010110',1,p(1|1100010110),4.6598702028631284e-06
'1100010111',4,p(1|1100010111),0.7391556567717779
'1100011000',3,p(1|1100011000),0.0017737990134300795
'1100011001',0,p(1|1100011001),0.006559545163380365
'1100011010',4,p(1|1100011010),0.2501149315005989
'1100011011',0,p(1|1100011011),0.5119736696417393
'1100011100',0,p(1|1100011100),0.10125439774111211
'1100011101',1,p(1|1100011101),0.04025820231553878
'1100011110',1,p(1|1100011110),0.8138798431561186
'1100011111',0,p(1|1100011111),0.0837672106903384
'1100100000',9,p(1|1100100000),0.012798343157274092
'1100100001',1,p(1|1100100001),0.00357027453771657
'1100100010',2,p(1|1100100010),0.9856030175308131
'1100100011',4,p(1|1100100011),0.9993172790600998
'1100100100',1,p(1|1100100100),0.9543960400342111
'1100100101',1,p(1|1100100101),0.9732655427178971
'1100100110',0,p(1|1100100110),0.029674185800234804
'1100100111',1,p(1|1100100111),0.9930246273272302
'1100101000',1,p(1|1100101000),0.09585407818353048
'1100101001',0,p(1|1100101001),0.39996758083088835
'1100101010',0,p(1|1100101010),0.00038910891821163334
'1100101011',0,p(1|1100101011),0.00042902098485893546
'1100101100',0,p(1|1100101100),0.0035774656378926794
'1100101101',0,p(1|1100101101),0.9250383915274103
'1100101110',1,p(1|1100101110),0.012025790660545136
'1100101111',1,p(1|1100101111),0.06056925491786343
'1100110000',3,p(1|1100110000),0.33840897909743206
'1100110001',0,p(1|1100110001),0.4567881779935549
'1100110010',0,p(1|1100110010),3.0324803544960625e-05
'1100110011',0,p(1|1100110011),0.4997325468628421
'1100110100',0,p(1|1100110100),0.12749944884193035
'1100110101',1,p(1|1100110101),0.9866846541380037
'1100110110',0,p(1|1100110110),0.9906521424977296
'1100110111',1,p(1|1100110111),0.12284069146898578
'1100111000',0,p(1|1100111000),0.6589701803652609
'1100111001',0,p(1|1100111001),0.0009091454255422817
'1100111010',0,p(1|1100111010),0.002708674497830296
'1100111011',0,p(1|1100111011),0.9721855237023725
'1100111100',0,p(1|1100111100),0.8651217418377809
'1100111101',0,p(1|1100111101),0.9999955916267498
'1100111110',1,p(1|1100111110),0.9643323965648471
'1100111111',2,p(1|1100111111),0.974171302943908
'1101000000',5,p(1|1101000000),6.728760883039732e-05
'1101000001',3,p(1|1101000001),0.9770048567013108
'1101000010',0,p(1|1101000010),0.02686830130206549
'1101000011',0,p(1|1101000011),0.4974991591911089
'1101000100',0,p(1|1101000100),0.00014192347105723693
'1101000101',0,p(1|1101000101),0.9974449041684685
'1101000110',0,p(1|1101000110),0.013226467228388245
'1101000111',0,p(1|1101000111),0.99112350372343
'1101001000',1,p(1|1101001000),0.0015689119737948456
'1101001001',2,p(1|1101001001),0.9964167409341443
'1101001010',0,p(1|1101001010),0.0021633624963126037
'1101001011',2,p(1|1101001011),0.9999773078323457
'1101001100',0,p(1|1101001100),0.42320839408645394
'1101001101',1,p(1|1101001101),0.9732837577023596
'1101001110',0,p(1|1101001110),0.030296114080083987
'1101001111',0,p(1|1101001111),0.14025184029821872
'1101010000',0,p(1|1101010000),0.04583759286867786
'1101010001',0,p(1|1101010001),0.1251755062369816
'1101010010',1,p(1|1101010010),0.9919669500904406
'1101010011',0,p(1|1101010011),0.9850562532521585
'1101010100',0,p(1|1101010100),0.11008066794507895
'1101010101',0,p(1|1101010101),0.5200851406303955
'1101010110',0,p(1|1101010110),0.11007189263764813
'1101010111',0,p(1|1101010111),0.5859638956796221
'1101011000',1,p(1|1101011000),0.01763855328882792
'1101011001',0,p(1|1101011001),0.0020782531916401234
'1101011010',0,p(1|1101011010),0.016397856247333115
'1101011011',2,p(1|1101011011),0.9999537498089349
'1101011100',0,p(1|1101011100),0.015091882794054993
'1101011101',0,p(1|1101011101),0.9979101958206854
'1101011110',0,p(1|1101011110),0.015396480149954418
'1101011111',0,p(1|1101011111),0.3238905620628252
'1101100000',4,p(1|1101100000),0.01737014328218956
'1101100001',1,p(1|1101100001),0.9947378790253955
'1101100010',0,p(1|1101100010),0.9127765560575717
'1101100011',1,p(1|1101100011),0.9843809775350801
'1101100100',0,p(1|1101100100),0.8151041313242668
'1101100101',0,p(1|1101100101),0.6250217008213717
'1101100110',0,p(1|1101100110),0.09081544387816272
'1101100111',0,p(1|1101100111),0.990993087199758
'1101101000',3,p(1|1101101000),3.151637086684144e-06
'1101101001',1,p(1|1101101001),0.0088911043528609
'1101101010',0,p(1|1101101010),0.00038910891821163334
'1101101011',0,p(1|1101101011),0.0002885090614432451
'1101101100',0,p(1|1101101100),0.003088644118224958
'1101101101',0,p(1|1101101101),0.46253293602575174
'1101101110',0,p(1|1101101110),0.0006875897326412629
'1101101111',1,p(1|1101101111),0.11262030541870101
'1101110000',1,p(1|1101110000),0.15028111113431283
'1101110001',1,p(1|1101110001),0.11032945429611789
'1101110010',1,p(1|1101110010),0.01733503132119744
'1101110011',0,p(1|1101110011),0.3355306837393278
'1101110100',0,p(1|1101110100),0.022739399281808303
'1101110101',0,p(1|1101110101),0.7433013542906767
'1101110110',0,p(1|1101110110),0.9921396992384419
'1101110111',0,p(1|1101110111),0.7572646003972522
'1101111000',3,p(1|1101111000),0.03771130166211663
'1101111001',0,p(1|1101111001),0.49052295576620786
'1101111010',0,p(1|1101111010),0.05086288779259113
'1101111011',2,p(1|1101111011),0.004356296821421361
'1101111100',4,p(1|1101111100),0.9999370391038273
'1101111101',1,p(1|1101111101),0.999999674854117
'1101111110',0,p(1|1101111110),0.057916063344842554
'1101111111',1,p(1|1101111111),0.9912459232973143
'1110000000',8,p(1|1110000000),0.2507295749689658
'1110000001',2,p(1|1110000001),0.5060094371058449
'1110000010',0,p(1|1110000010),0.00012778530143788084
'1110000011',0,p(1|1110000011),0.3213467785331465
'1110000100',1,p(1|1110000100),0.008289152775559685
'1110000101',1,p(1|1110000101),0.9919458481788198
'1110000110',1,p(1|1110000110),0.9617504903632721
'1110000111',4,p(1|1110000111),0.7525596110108168
'1110001000',6,p(1|1110001000),0.003911999262826222
'1110001001',4,p(1|1110001001),0.2557956730554403
'1110001010',0,p(1|1110001010),0.0047959141536426915
'1110001011',2,p(1|1110001011),0.9725695335647354
'1110001100',2,p(1|1110001100),0.00014521712846782324
'1110001101',3,p(1|1110001101),0.0001184305698294212
'1110001110',0,p(1|1110001110),0.9619768334450762
'1110001111',0,p(1|1110001111),0.03886919319059775
'1110010000',8,p(1|1110010000),0.0036539993765265337
'1110010001',0,p(1|1110010001),0.6681526871547877
'1110010010',1,p(1|1110010010),0.11984102053022484
'1110010011',0,p(1|1110010011),0.9495131677384577
'1110010100',1,p(1|1110010100),0.024104872542497484
'1110010101',0,p(1|1110010101),0.8852199540657978
'1110010110',0,p(1|1110010110),0.00614533327086472
'1110010111',2,p(1|1110010111),0.5027680779044482
'1110011000',2,p(1|1110011000),0.003411044110407318
'1110011001',0,p(1|1110011001),0.622558856016987
'1110011010',1,p(1|1110011010),0.9720255834681308
'1110011011',1,p(1|1110011011),0.9977190147032037
'1110011100',0,p(1|1110011100),0.24253960389150112
'1110011101',0,p(1|1110011101),0.9785331218696637
'1110011110',0,p(1|1110011110),0.4535027437274758
'1110011111',2,p(1|1110011111),0.9583999079858307
'1110100000',1,p(1|1110100000),0.8543014208694003
'1110100001',0,p(1|1110100001),0.01760395415754871
'1110100010',0,p(1|1110100010),0.14318341615739683
'1110100011',0,p(1|1110100011),0.16219637275177162
'1110100100',0,p(1|1110100100),0.6496110531152216
'1110100101',0,p(1|1110100101),0.9017235377850844
'1110100110',0,p(1|1110100110),0.9586890324168836
'1110100111',0,p(1|1110100111),0.264485703726836
'1110101000',0,p(1|1110101000),0.07999689272436267
'1110101001',0,p(1|1110101001),0.019266657011211722
'1110101010',0,p(1|1110101010),0.0016861386455837447
'1110101011',0,p(1|1110101011),0.008056060715684456
'1110101100',0,p(1|1110101100),0.1033136753974424
'1110101101',0,p(1|1110101101),0.9987246607254192
'1110101110',0,p(1|1110101110),0.3915816517651391
'1110101111',0,p(1|1110101111),0.4314661271575251
'1110110000',5,p(1|1110110000),0.20022930397320338
'1110110001',1,p(1|1110110001),0.9724454749733452
'1110110010',0,p(1|1110110010),0.0009400689098937795
'1110110011',0,p(1|1110110011),0.4842796989381589
'1110110100',3,p(1|1110110100),0.3258508366676448
'1110110101',0,p(1|1110110101),0.749532652624931
'1110110110',0,p(1|1110110110),0.9283330924825925
'1110110111',0,p(1|1110110111),0.9241357965942114
'1110111000',1,p(1|1110111000),0.11259417468970669
'1110111001',0,p(1|1110111001),0.0016084880605748062
'1110111010',0,p(1|1110111010),0.01173758949059795
'1110111011',0,p(1|1110111011),0.07382831004626207
'1110111100',2,p(1|1110111100),0.003428970989150026
'1110111101',0,p(1|1110111101),0.9999975083107717
'1110111110',4,p(1|1110111110),0.014294191610368361
'1110111111',0,p(1|1110111111),0.9960240269601904
'1111000000',6,p(1|1111000000),0.16837673942908596
'1111000001',0,p(1|1111000001),0.5077313459891819
'1111000010',0,p(1|1111000010),0.5292124692957452
'1111000011',3,p(1|1111000011),0.9800418553945212
'1111000100',4,p(1|1111000100),0.26032426675122255
'1111000101',2,p(1|1111000101),0.9972008159049666
'1111000110',2,p(1|1111000110),0.9475750855867022
'1111000111',0,p(1|1111000111),0.5447628564061648
'1111001000',6,p(1|1111001000),0.0006396937443885101
'1111001001',1,p(1|1111001001),0.019102773098548013
'1111001010',0,p(1|1111001010),0.0023259154479039657
'1111001011',2,p(1|1111001011),0.9999575755126462
'1111001100',2,p(1|1111001100),0.0004610136286189041
'1111001101',2,p(1|1111001101),0.49997155964404316
'1111001110',0,p(1|1111001110),0.3317356858327349
'1111001111',2,p(1|1111001111),0.9995933180899593
'1111010000',0,p(1|1111010000),0.0010852383835034958
'1111010001',0,p(1|1111010001),0.12985567255649122
'1111010010',0,p(1|1111010010),0.41487686219238223
'1111010011',0,p(1|1111010011),0.18133991460329338
'1111010100',0,p(1|1111010100),0.8793114371758481
'1111010101',0,p(1|1111010101),0.5200851406303955
'1111010110',0,p(1|1111010110),0.6494222607360433
'1111010111',0,p(1|1111010111),0.5859638956796221
'1111011000',6,p(1|1111011000),0.16667756518590707
'1111011001',0,p(1|1111011001),0.03902497659857566
'1111011010',0,p(1|1111011010),0.0001040033165792798
'1111011011',0,p(1|1111011011),0.9951903754300039
'1111011100',0,p(1|1111011100),0.07341281211331338
'1111011101',0,p(1|1111011101),0.9839781679585875
'1111011110',2,p(1|1111011110),0.006632608261156056
'1111011111',1,p(1|1111011111),0.002731507423478975
'1111100000',5,p(1|1111100000),1.2716135401080766e-05
'1111100001',0,p(1|1111100001),0.9740738423214694
'1111100010',0,p(1|1111100010),0.3254929509726248
'1111100011',0,p(1|1111100011),0.001691612843457918
'1111100100',4,p(1|1111100100),0.00988011830193706
'1111100101',1,p(1|1111100101),0.9898525981475804
'1111100110',2,p(1|1111100110),0.49993240545850276
'1111100111',1,p(1|1111100111),0.9998467632982945
'1111101000',0,p(1|1111101000),0.0021414161835908493
'1111101001',0,p(1|1111101001),0.17272548314481545
'1111101010',0,p(1|1111101010),0.0016861386455837447
'1111101011',0,p(1|1111101011),0.0031735996758756957
'1111101100',3,p(1|1111101100),6.367025599309333e-07
'1111101101',0,p(1|1111101101),0.019341137230069357
'1111101110',0,p(1|1111101110),0.005271521283583016
'1111101111',2,p(1|1111101111),0.4821442997254147
'1111110000',5,p(1|1111110000),0.0010758794663829278
'1111110001',0,p(1|1111110001),0.25158117217155296
'1111110010',1,p(1|1111110010),0.046454694659211856
'1111110011',0,p(1|1111110011),0.33334284567275324
'1111110100',0,p(1|1111110100),0.09853739688783598
'1111110101',0,p(1|1111110101),0.7433013542906767
'1111110110',2,p(1|1111110110),0.00019035270230110944
'1111110111',0,p(1|1111110111),0.998270268051707
'1111111000',5,p(1|1111111000),8.54342354169106e-05
'1111111001',0,p(1|1111111001),0.0867359061459341
'1111111010',0,p(1|1111111010),0.05086288779259113
'1111111011',2,p(1|1111111011),0.006744397895526329
'1111111100',4,p(1|1111111100),0.0007419390611758012
'1111111101',1,p(1|1111111101),0.9999995334863419
'1111111110',3,p(1|1111111110),0.018615539050975093
'1111111111',2,p(1|1111111111),0.05293153522153668
'00000000000',4187
'00000000001',126
'00000000010',117
'00000000011',16
'00000000100',128
'00000000101',6
'00000000110',11
'00000000111',8
'00000001000',105
'00000001001',31
'00000001010',5
'00000001011',1
'00000001100',14
'00000001101',0
'00000001110',8
'00000001111',3
'00000010000',104
'00000010001',11
'00000010010',28
'00000010011',5
'00000010100',6
'00000010101',1
'00000010110',1
'00000010111',0
'00000011000',12
'00000011001',7
'00000011010',0
'00000011011',0
'00000011100',6
'00000011101',2
'00000011110',2
'00000011111',1
'00000100000',101
'00000100001',8
'00000100010',10
'00000100011',1
'00000100100',14
'00000100101',16
'00000100110',5
'00000100111',3
'00000101000',6
'00000101001',0
'00000101010',1
'00000101011',0
'00000101100',1
'00000101101',0
'00000101110',0
'00000101111',0
'00000110000',14
'00000110001',10
'00000110010',7
'00000110011',0
'00000110100',0
'00000110101',1
'00000110110',2
'00000110111',1
'00000111000',6
'00000111001',1
'00000111010',0
'00000111011',3
'00000111100',3
'00000111101',0
'00000111110',1
'00000111111',1
'00001000000',101
'00001000001',8
'00001000010',8
'00001000011',3
'00001000100',10
'00001000101',0
'00001000110',1
'00001000111',0
'00001001000',16
'00001001001',0
'00001001010',16
'00001001011',0
'00001001100',4
'00001001101',1
'00001001110',3
'00001001111',0
'00001010000',7
'00001010001',2
'00001010010',0
'00001010011',0
'00001010100',1
'00001010101',0
'00001010110',0
'00001010111',0
'00001011000',5
'00001011001',0
'00001011010',0
'00001011011',0
'00001011100',0
'00001011101',1
'00001011110',0
'00001011111',0
'00001100000',12
'00001100001',2
'00001100010',9
'00001100011',1
'00001100100',8
'00001100101',0
'00001100110',0
'00001100111',0
'00001101000',1
'00001101001',4
'00001101010',1
'00001101011',1
'00001101100',0
'00001101101',2
'00001101110',0
'00001101111',2
'00001110000',4
'00001110001',5
'00001110010',1
'00001110011',0
'00001110100',0
'00001110101',0
'00001110110',1
'00001110111',2
'00001111000',3
'00001111001',4
'00001111010',0
'00001111011',0
'00001111100',1
'00001111101',0
'00001111110',0
'00001111111',1
'00010000000',115
'00010000001',9
'00010000010',5
'00010000011',5
'00010000100',8
'00010000101',2
'00010000110',2
'00010000111',2
'00010001000',11
'00010001001',0
'00010001010',0
'00010001011',0
'00010001100',1
'00010001101',0
'00010001110',0
'00010001111',0
'00010010000',17
'00010010001',1
'00010010010',0
'00010010011',2
'00010010100',15
'00010010101',1
'00010010110',0
'00010010111',0
'00010011000',3
'00010011001',3
'00010011010',1
'00010011011',0
'00010011100',1
'00010011101',2
'00010011110',0
'00010011111',0
'00010100000',7
'00010100001',0
'00010100010',3
'00010100011',0
'00010100100',0
'00010100101',0
'00010100110',0
'00010100111',0
'00010101000',1
'00010101001',0
'00010101010',0
'00010101011',0
'00010101100',0
'00010101101',0
'00010101110',0
'00010101111',0
'00010110000',5
'00010110001',3
'00010110010',0
'00010110011',0
'00010110100',0
'00010110101',0
'00010110110',0
'00010110111',0
'00010111000',1
'00010111001',0
'00010111010',0
'00010111011',2
'00010111100',1
'00010111101',0
'00010111110',2
'00010111111',0
'00011000000',13
'00011000001',3
'00011000010',1
'00011000011',2
'00011000100',7
'00011000101',2
'00011000110',1
'00011000111',0
'00011001000',7
'00011001001',1
'00011001010',0
'00011001011',0
'00011001100',0
'00011001101',0
'00011001110',0
'00011001111',0
'00011010000',3
'00011010001',0
'00011010010',4
'00011010011',1
'00011010100',1
'00011010101',0
'00011010110',2
'00011010111',0
'00011011000',0
'00011011001',0
'00011011010',1
'00011011011',1
'00011011100',0
'00011011101',0
'00011011110',1
'00011011111',1
'00011100000',2
'00011100001',2
'00011100010',3
'00011100011',2
'00011100100',0
'00011100101',1
'00011100110',0
'00011100111',0
'00011101000',1
'00011101001',0
'00011101010',0
'00011101011',0
'00011101100',0
'00011101101',1
'00011101110',1
'00011101111',1
'00011110000',1
'00011110001',6
'00011110010',2
'00011110011',2
'00011110100',0
'00011110101',0
'00011110110',0
'00011110111',1
'00011111000',0
'00011111001',2
'00011111010',0
'00011111011',0
'00011111100',0
'00011111101',0
'00011111110',1
'00011111111',0
'00100000000',123
'00100000001',6
'00100000010',10
'00100000011',0
'00100000100',6
'00100000101',0
'00100000110',13
'00100000111',1
'00100001000',8
'00100001001',1
'00100001010',3
'00100001011',2
'00100001100',0
'00100001101',2
'00100001110',2
'00100001111',0
'00100010000',11
'00100010001',0
'00100010010',0
'00100010011',0
'00100010100',0
'00100010101',0
'00100010110',2
'00100010111',0
'00100011000',1
'00100011001',0
'00100011010',0
'00100011011',0
'00100011100',0
'00100011101',0
'00100011110',4
'00100011111',1
'00100100000',15
'00100100001',2
'00100100010',0
'00100100011',1
'00100100100',0
'00100100101',1
'00100100110',0
'00100100111',2
'00100101000',5
'00100101001',10
'00100101010',0
'00100101011',1
'00100101100',0
'00100101101',0
'00100101110',0
'00100101111',2
'00100110000',2
'00100110001',2
'00100110010',1
'00100110011',2
'00100110100',1
'00100110101',0
'00100110110',0
'00100110111',0
'00100111000',0
'00100111001',1
'00100111010',0
'00100111011',2
'00100111100',0
'00100111101',1
'00100111110',0
'00100111111',3
'00101000000',10
'00101000001',1
'00101000010',3
'00101000011',0
'00101000100',6
'00101000101',1
'00101000110',1
'00101000111',0
'00101001000',1
'00101001001',0
'00101001010',5
'00101001011',0
'00101001100',0
'00101001101',0
'00101001110',3
'00101001111',1
'00101010000',1
'00101010001',0
'00101010010',0
'00101010011',0
'00101010100',0
'00101010101',0
'00101010110',0
'00101010111',0
'00101011000',0
'00101011001',1
'00101011010',0
'00101011011',0
'00101011100',0
'00101011101',0
'00101011110',0
'00101011111',0
'00101100000',3
'00101100001',2
'00101100010',2
'00101100011',1
'00101100100',0
'00101100101',0
'00101100110',0
'00101100111',0
'00101101000',0
'00101101001',0
'00101101010',0
'00101101011',0
'00101101100',0
'00101101101',0
'00101101110',0
'00101101111',0
'00101110000',2
'00101110001',1
'00101110010',0
'00101110011',0
'00101110100',0
'00101110101',0
'00101110110',2
'00101110111',0
'00101111000',2
'00101111001',2
'00101111010',0
'00101111011',0
'00101111100',1
'00101111101',1
'00101111110',0
'00101111111',1
'00110000000',11
'00110000001',4
'00110000010',3
'00110000011',1
'00110000100',0
'00110000101',2
'00110000110',3
'00110000111',0
'00110001000',6
'00110001001',2
'00110001010',1
'00110001011',1
'00110001100',1
'00110001101',1
'00110001110',0
'00110001111',0
'00110010000',2
'00110010001',6
'00110010010',0
'00110010011',1
'00110010100',0
'00110010101',0
'00110010110',0
'00110010111',0
'00110011000',1
'00110011001',0
'00110011010',0
'00110011011',0
'00110011100',0
'00110011101',0
'00110011110',0
'00110011111',1
'00110100000',4
'00110100001',0
'00110100010',0
'00110100011',0
'00110100100',2
'00110100101',2
'00110100110',1
'00110100111',0
'00110101000',0
'00110101001',1
'00110101010',0
'00110101011',0
'00110101100',1
'00110101101',2
'00110101110',0
'00110101111',0
'00110110000',0
'00110110001',0
'00110110010',0
'00110110011',0
'00110110100',1
'00110110101',0
'00110110110',0
'00110110111',1
'00110111000',0
'00110111001',1
'00110111010',0
'00110111011',0
'00110111100',0
'00110111101',2
'00110111110',1
'00110111111',0
'00111000000',3
'00111000001',0
'00111000010',2
'00111000011',0
'00111000100',5
'00111000101',0
'00111000110',2
'00111000111',0
'00111001000',1
'00111001001',0
'00111001010',1
'00111001011',0
'00111001100',0
'00111001101',0
'00111001110',0
'00111001111',0
'00111010000',1
'00111010001',0
'00111010010',0
'00111010011',0
'00111010100',0
'00111010101',0
'00111010110',0
'00111010111',0
'00111011000',0
'00111011001',0
'00111011010',1
'00111011011',0
'00111011100',1
'00111011101',0
'00111011110',0
'00111011111',3
'00111100000',0
'00111100001',1
'00111100010',6
'00111100011',0
'00111100100',2
'00111100101',1
'00111100110',1
'00111100111',1
'00111101000',0
'00111101001',0
'00111101010',0
'00111101011',0
'00111101100',1
'00111101101',0
'00111101110',0
'00111101111',1
'00111110000',0
'00111110001',0
'00111110010',1
'00111110011',1
'00111110100',0
'00111110101',0
'00111110110',1
'00111110111',0
'00111111000',0
'00111111001',1
'00111111010',0
'00111111011',0
'00111111100',1
'00111111101',1
'00111111110',0
'00111111111',3
'01000000000',117
'01000000001',20
'01000000010',2
'01000000011',6
'01000000100',9
'01000000101',1
'01000000110',0
'01000000111',0
'01000001000',4
'01000001001',3
'01000001010',0
'01000001011',0
'01000001100',11
'01000001101',3
'01000001110',2
'01000001111',1
'01000010000',10
'01000010001',0
'01000010010',2
'01000010011',0
'01000010100',3
'01000010101',0
'01000010110',2
'01000010111',0
'01000011000',0
'01000011001',0
'01000011010',2
'01000011011',0
'01000011100',2
'01000011101',0
'01000011110',0
'01000011111',0
'01000100000',14
'01000100001',3
'01000100010',0
'01000100011',0
'01000100100',0
'01000100101',0
'01000100110',0
'01000100111',0
'01000101000',0
'01000101001',0
'01000101010',0
'01000101011',0
'01000101100',2
'01000101101',0
'01000101110',1
'01000101111',0
'01000110000',2
'01000110001',0
'01000110010',0
'01000110011',0
'01000110100',0
'01000110101',0
'01000110110',0
'01000110111',0
'01000111000',0
'01000111001',0
'01000111010',0
'01000111011',0
'01000111100',4
'01000111101',0
'01000111110',1
'01000111111',0
'01001000000',6
'01001000001',10
'01001000010',3
'01001000011',0
'01001000100',0
'01001000101',0
'01001000110',0
'01001000111',1
'01001001000',0
'01001001001',0
'01001001010',0
'01001001011',1
'01001001100',1
'01001001101',0
'01001001110',0
'01001001111',3
'01001010000',6
