string,occurance,result,prob
'001010001',8,p(1|001010001),0.12500634359892704
'001010010',6,p(1|001010010),0.8340868495517697
'001010011',4,p(1|001010011),0.9989574130175924
'001010100',1,p(1|001010100),0.025403231064248986
'001010101',0,p(1|001010101),0.5200851406303955
'001010110',1,p(1|001010110),0.025401205993303415
'001010111',0,p(1|001010111),0.5859638956796221
'001011000',8,p(1|001011000),0.3734173313486422
'001011001',0,p(1|001011001),0.009005763830440536
'001011010',0,p(1|001011010),0.016397856247333115
'001011011',0,p(1|001011011),0.9972815165473936
'001011100',3,p(1|001011100),0.0013719893449140902
'001011101',2,p(1|001011101),0.9997274168461765
'001011110',4,p(1|001011110),0.00107417303371775
'001011111',3,p(1|001011111),0.332474899581469
'001100000',19,p(1|001100000),0.21069782620748626
'001100001',5,p(1|001100001),0.6084437113326711
'001100010',10,p(1|001100010),0.20382389115848684
'001100011',2,p(1|001100011),0.06275235192737634
'001100100',9,p(1|001100100),0.11393928717435989
'001100101',0,p(1|001100101),0.6250217008213717
'001100110',1,p(1|001100110),0.020957410125729856
'001100111',1,p(1|001100111),0.9979214816614825
'001101000',4,p(1|001101000),2.6605680522473117e-05
'001101001',5,p(1|001101001),0.1981295385888899
'001101010',1,p(1|001101010),8.979436574114615e-05
'001101011',3,p(1|001101011),2.6228096494840462e-05
'001101100',0,p(1|001101100),0.003088644118224958
'001101101',2,p(1|001101101),0.4951129916555329
'001101110',1,p(1|001101110),0.0006875897326412629
'001101111',3,p(1|001101111),0.3401360739413293
'001110000',5,p(1|001110000),0.4054754507963535
'001110001',7,p(1|001110001),0.28761875266912895
'001110010',2,p(1|001110010),0.47724087381568653
'001110011',0,p(1|001110011),0.3355306837393278
'001110100',1,p(1|001110100),0.0052475536804173
'001110101',0,p(1|001110101),0.7433013542906767
'001110110',1,p(1|001110110),0.9860933140372432
'001110111',4,p(1|001110111),0.7505068325858548
'001111000',7,p(1|001111000),0.8491190256029315
'001111001',5,p(1|001111001),0.4015476977853355
'001111010',0,p(1|001111010),0.05086288779259113
'001111011',2,p(1|001111011),0.4681808843265493
'001111100',2,p(1|001111100),0.9979204654727891
'001111101',1,p(1|001111101),0.9999975072148974
'001111110',1,p(1|001111110),0.013365245387271359
'001111111',5,p(1|001111111),0.6061794406660188
'010000000',145,p(1|010000000),0.05523140699715273
'010000001',10,p(1|010000001),0.007618724820071859
'010000010',7,p(1|010000010),5.7765958184247495e-05
'010000011',17,p(1|010000011),0.1769042987953401
'010000100',12,p(1|010000100),0.16639801305980917
'010000101',5,p(1|010000101),0.4122312507466273
'010000110',2,p(1|010000110),0.9807775595292747
'010000111',2,p(1|010000111),0.0736717897630659
'010001000',17,p(1|010001000),0.0006051681842782195
'010001001',0,p(1|010001001),0.32783092302086303
'010001010',0,p(1|010001010),0.020782294665784996
'010001011',3,p(1|010001011),0.35921476177184175
'010001100',2,p(1|010001100),0.0015973884131460555
'010001101',0,p(1|010001101),0.018672553176438744
'010001110',0,p(1|010001110),0.8352329449286642
'010001111',5,p(1|010001111),0.19821319832976927
'010010000',19,p(1|010010000),0.1575786540067795
'010010001',1,p(1|010010001),0.9302784069808945
'010010010',1,p(1|010010010),0.9187811573983903
'010010011',4,p(1|010010011),0.7521783995488361
'010010100',21,p(1|010010100),0.4758587221591269
'010010101',1,p(1|010010101),0.9735122970921071
'010010110',0,p(1|010010110),0.00614533327086472
'010010111',4,p(1|010010111),0.7439094047399465
'010011000',4,p(1|010011000),0.4851859106961175
'010011001',3,p(1|010011001),0.662656865698514
'010011010',1,p(1|010011010),0.1095467591311318
'010011011',1,p(1|010011011),0.9901157303805497
'010011100',4,p(1|010011100),0.24947950724824425
'010011101',2,p(1|010011101),0.9971999724177822
'010011110',2,p(1|010011110),0.4939351404861925
'010011111',3,p(1|010011111),0.984096264255005
'010100000',12,p(1|010100000),0.08615510330103805
'010100001',3,p(1|010100001),0.0016003594688680648
'010100010',7,p(1|010100010),0.14287055134893412
'010100011',1,p(1|010100011),0.03742993217348576
'010100100',1,p(1|010100100),0.11055113483094699
'010100101',6,p(1|010100101),0.011740339191380001
'010100110',0,p(1|010100110),0.8209858071398296
'010100111',4,p(1|010100111),0.25101063049256994
'010101000',1,p(1|010101000),0.018460821397929844
'010101001',0,p(1|010101001),0.08348884704858414
'010101010',0,p(1|010101010),0.0016861386455837447
'010101011',0,p(1|010101011),0.008056060715684456
'010101100',1,p(1|010101100),0.8725444446282116
'010101101',0,p(1|010101101),0.9902223988948797
'010101110',0,p(1|010101110),0.3915816517651391
'010101111',0,p(1|010101111),0.4314661271575251
'010110000',6,p(1|010110000),0.3303921421202553
'010110001',3,p(1|010110001),0.346901871419145
'010110010',1,p(1|010110010),0.0002169389792062568
'010110011',0,p(1|010110011),0.4842796989381589
'010110100',0,p(1|010110100),0.26470413682088223
'010110101',0,p(1|010110101),0.749532652624931
'010110110',0,p(1|010110110),0.9283330924825925
'010110111',2,p(1|010110111),0.5223376241619457
'010111000',3,p(1|010111000),0.34005715386083135
'010111001',0,p(1|010111001),0.0069701149291574935
'010111010',0,p(1|010111010),0.01173758949059795
'010111011',2,p(1|010111011),0.009629779571251574
'010111100',4,p(1|010111100),0.48529138744778966
'010111101',0,p(1|010111101),0.9999808970492496
'010111110',2,p(1|010111110),0.4721226475366594
'010111111',1,p(1|010111111),0.9960240269601904
'011000000',21,p(1|011000000),0.3327021316984958
'011000001',6,p(1|011000001),0.5003681593328182
'011000010',2,p(1|011000010),0.9639950779913974
'011000011',6,p(1|011000011),0.18038732849215522
'011000100',8,p(1|011000100),0.2529163752657221
'011000101',4,p(1|011000101),0.7559630357653279
'011000110',2,p(1|011000110),0.5086091207273902
'011000111',2,p(1|011000111),0.5058386334442824
'011001000',8,p(1|011001000),0.7363251348972188
'011001001',2,p(1|011001001),0.481570560197893
'011001010',0,p(1|011001010),0.010078966940917186
'011001011',0,p(1|011001011),0.9975063829099744
'011001100',1,p(1|011001100),0.006253236142035904
'011001101',0,p(1|011001101),0.4983283390776446
'011001110',0,p(1|011001110),0.3317356858327349
'011001111',1,p(1|011001111),0.9944837248612417
'011010000',7,p(1|011010000),0.00019326162993897868
'011010001',0,p(1|011010001),0.12985567255649122
'011010010',5,p(1|011010010),0.40084208653919146
'011010011',1,p(1|011010011),0.04184767260076001
'011010100',1,p(1|011010100),0.9721487931944264
'011010101',0,p(1|011010101),0.5200851406303955
'011010110',3,p(1|011010110),0.6650989934002464
'011010111',0,p(1|011010111),0.5859638956796221
'011011000',0,p(1|011011000),0.17147291365169043
'011011001',0,p(1|011011001),0.03902497659857566
'011011010',1,p(1|011011010),0.000264008419008941
'011011011',1,p(1|011011011),0.9988900866376931
'011011100',2,p(1|011011100),0.4762768068466554
'011011101',0,p(1|011011101),0.9839781679585875
'011011110',3,p(1|011011110),0.6415015128298137
'011011111',2,p(1|011011111),0.45691177753224277
'011100000',4,p(1|011100000),0.0003291409000326254
'011100001',4,p(1|011100001),0.5149869022467091
'011100010',6,p(1|011100010),0.008032633512307383
'011100011',3,p(1|011100011),0.0011790028908949127
'011100100',2,p(1|011100100),0.014691178982325137
'011100101',1,p(1|011100101),0.15297248323401477
'011100110',0,p(1|011100110),0.49257211093990966
'011100111',0,p(1|011100111),0.9949091362433417
'011101000',1,p(1|011101000),0.0004941729654440421
'011101001',0,p(1|011101001),0.17272548314481545
'011101010',0,p(1|011101010),0.0016861386455837447
'011101011',0,p(1|011101011),0.0031735996758756957
'011101100',0,p(1|011101100),0.0001470782913440456
'011101101',3,p(1|011101101),0.001758285202733578
'011101110',1,p(1|011101110),0.0012165049115960805
'011101111',3,p(1|011101111),0.9691669039554521
'011110000',4,p(1|011110000),0.721101902488912
'011110001',8,p(1|011110001),0.2500571508013814
'011110010',4,p(1|011110010),0.24811848542788348
'011110011',3,p(1|011110011),0.33334284567275324
'011110100',0,p(1|011110100),0.09853739688783598
'011110101',0,p(1|011110101),0.7433013542906767
'011110110',3,p(1|011110110),0.001459370717641839
'011110111',1,p(1|011110111),0.9969397050145583
'011111000',0,p(1|011111000),0.026664974142900207
'011111001',7,p(1|011111001),0.42640502438215266
'011111010',0,p(1|011111010),0.05086288779259113
'011111011',3,p(1|011111011),0.6420988534013478
'011111100',1,p(1|011111100),0.8125866441133243
'011111101',0,p(1|011111101),0.99998450137958
'011111110',2,p(1|011111110),0.4718634463790643
'011111111',5,p(1|011111111),0.5944876819814667
'100000000',153,p(1|100000000),0.1305282058635415
'100000001',14,p(1|100000001),0.422721431834685
'100000010',14,p(1|100000010),0.14093586541141334
'100000011',5,p(1|100000011),0.02071748361626182
'100000100',10,p(1|100000100),0.49244156723221494
'100000101',0,p(1|100000101),0.13415771901370865
'100000110',16,p(1|100000110),0.24752436366884
'100000111',4,p(1|100000111),0.48847772230007414
'100001000',11,p(1|100001000),0.0022287362595480096
'100001001',2,p(1|100001001),0.026104223157939706
'100001010',3,p(1|100001010),0.00906458060958094
'100001011',5,p(1|100001011),0.19882876085446977
'100001100',1,p(1|100001100),0.8268509684390628
'100001101',7,p(1|100001101),0.15182552544063044
'100001110',3,p(1|100001110),0.021092295477835022
'100001111',4,p(1|100001111),0.015462332888997139
'100010000',28,p(1|100010000),0.1070099890762669
'100010001',1,p(1|100010001),0.02053421402430826
'100010010',4,p(1|100010010),0.03101781770285793
'100010011',2,p(1|100010011),0.03976976469894362
'100010100',1,p(1|100010100),0.0021011529771229297
'100010101',0,p(1|100010101),0.11598918483502861
'100010110',3,p(1|100010110),2.0192770879073556e-05
'100010111',5,p(1|100010111),0.5945644137288155
'100011000',5,p(1|100011000),0.019511789147730874
'100011001',0,p(1|100011001),0.006559545163380365
'100011010',4,p(1|100011010),0.25164735150858375
'100011011',0,p(1|100011011),0.5119736696417393
'100011100',0,p(1|100011100),0.10125439774111211
'100011101',1,p(1|100011101),0.1744522100340014
'100011110',5,p(1|100011110),0.19347932034318086
'100011111',1,p(1|100011111),0.0837672106903384
'100100000',25,p(1|100100000),0.39674863787549686
'100100001',4,p(1|100100001),0.01547118966343847
'100100010',2,p(1|100100010),0.8896231344028998
'100100011',5,p(1|100100011),0.9902143331947646
'100100100',1,p(1|100100100),0.8023828401482481
'100100101',2,p(1|100100101),0.8841506851108877
'100100110',1,p(1|100100110),0.029674185800234804
'100100111',4,p(1|100100111),0.9697733850846645
'100101000',12,p(1|100101000),0.4153676721286321
'100101001',10,p(1|100101001),0.39996758083088835
'100101010',0,p(1|100101010),0.00038910891821163334
'100101011',1,p(1|100101011),0.00042902098485893546
'100101100',0,p(1|100101100),0.0035774656378926794
'100101101',0,p(1|100101101),0.9250383915274103
'100101110',2,p(1|100101110),0.052111759529028925
'100101111',4,p(1|100101111),0.26246677131074153
'100110000',5,p(1|100110000),0.38916543673841897
'100110001',2,p(1|100110001),0.4567881779935549
'100110010',1,p(1|100110010),3.0324803544960625e-05
'100110011',2,p(1|100110011),0.4997325468628421
'100110100',1,p(1|100110100),0.12749944884193035
'100110101',1,p(1|100110101),0.9423001679313494
'100110110',0,p(1|100110110),0.9906521424977296
'100110111',2,p(1|100110111),0.5323096630322718
'100111000',3,p(1|100111000),0.6589701803652609
'100111001',1,p(1|100111001),0.0009091454255422817
'100111010',0,p(1|100111010),0.002708674497830296
'100111011',2,p(1|100111011),0.9721855237023725
'100111100',1,p(1|100111100),0.8651217418377809
'100111101',1,p(1|100111101),0.9999955916267498
'100111110',1,p(1|100111110),0.8454403851143379
'100111111',5,p(1|100111111),0.8019799892366268
'101000000',16,p(1|101000000),0.0011887477560036858
'101000001',4,p(1|101000001),0.7470534237144182
'101000010',3,p(1|101000010),0.02686830130206549
'101000011',0,p(1|101000011),0.4974991591911089
'101000100',6,p(1|101000100),0.00014192347105723693
'101000101',1,p(1|101000101),0.9974449041684685
'101000110',1,p(1|101000110),0.013226467228388245
'101000111',0,p(1|101000111),0.99112350372343
'101001000',2,p(1|101001000),0.006798618553110998
'101001001',2,p(1|101001001),0.9725283471617727
'101001010',6,p(1|101001010),0.0021633624963126037
'101001011',2,p(1|101001011),0.9998260267146495
'101001100',0,p(1|101001100),0.42320839408645394
'101001101',1,p(1|101001101),0.8842296167102256
'101001110',3,p(1|101001110),0.030296114080083987
'101001111',1,p(1|101001111),0.14025184029821872
'101010000',1,p(1|101010000),0.04583759286867786
'101010001',0,p(1|101010001),0.1251755062369816
'101010010',1,p(1|101010010),0.965190117058576
'101010011',0,p(1|101010011),0.9850562532521585
'101010100',0,p(1|101010100),0.11008066794507895
'101010101',0,p(1|101010101),0.5200851406303955
'101010110',0,p(1|101010110),0.11007189263764813
'101010111',0,p(1|101010111),0.5859638956796221
'101011000',1,p(1|101011000),0.07643373091825433
'101011001',1,p(1|101011001),0.0020782531916401234
'101011010',0,p(1|101011010),0.016397856247333115
'101011011',2,p(1|101011011),0.999645415201834
'101011100',0,p(1|101011100),0.015091882794054993
'101011101',0,p(1|101011101),0.9979101958206854
'101011110',0,p(1|101011110),0.015396480149954418
'101011111',0,p(1|101011111),0.3238905620628252
'101100000',8,p(1|101100000),0.24897205371138373
'101100001',3,p(1|101100001),0.9771974757767141
'101100010',2,p(1|101100010),0.9127765560575717
'101100011',2,p(1|101100011),0.9323175693186808
'101100100',1,p(1|101100100),0.8151041313242668
'101100101',0,p(1|101100101),0.6250217008213717
'101100110',0,p(1|101100110),0.09081544387816272
'101100111',0,p(1|101100111),0.990993087199758
'101101000',3,p(1|101101000),3.466800795352558e-05
'101101001',1,p(1|101101001),0.03852811886239724
'101101010',0,p(1|101101010),0.00038910891821163334
'101101011',0,p(1|101101011),0.0002885090614432451
'101101100',0,p(1|101101100),0.003088644118224958
'101101101',0,p(1|101101101),0.46253293602575174
'101101110',1,p(1|101101110),0.0006875897326412629
'101101111',2,p(1|101101111),0.4880213234810377
'101110000',3,p(1|101110000),0.651218148248689
'101110001',2,p(1|101110001),0.4780943019498442
'101110010',1,p(1|101110010),0.07511846905852225
'101110011',0,p(1|101110011),0.3355306837393278
'101110100',0,p(1|101110100),0.022739399281808303
'101110101',0,p(1|101110101),0.7433013542906767
'101110110',2,p(1|101110110),0.9921396992384419
'101110111',0,p(1|101110111),0.7572646003972522
'101111000',5,p(1|101111000),0.4148243182832829
'101111001',2,p(1|101111001),0.49052295576620786
'101111010',0,p(1|101111010),0.05086288779259113
'101111011',2,p(1|101111011),0.0333982756308971
'101111100',5,p(1|101111100),0.9990975604881914
'101111101',2,p(1|101111101),0.9999985910345074
'101111110',0,p(1|101111110),0.057916063344842554
'101111111',2,p(1|101111111),0.9620656676216957
'110000000',22,p(1|110000000),0.2701849074747217
'110000001',9,p(1|110000001),0.5460723511448108
'110000010',3,p(1|110000010),0.00012778530143788084
'110000011',3,p(1|110000011),0.3213467785331465
'110000100',1,p(1|110000100),0.0359196620274253
'110000101',3,p(1|110000101),0.965098675441553
'110000110',6,p(1|110000110),0.834252124907513
'110000111',5,p(1|110000111),0.7866877578217079
'110001000',12,p(1|110001000),0.08215198451935067
'110001001',6,p(1|110001001),0.3330713137946443
'110001010',1,p(1|110001010),0.0047959141536426915
'110001011',5,p(1|110001011),0.7896997573296374
'110001100',3,p(1|110001100),0.0011133313182533115
'110001101',4,p(1|110001101),0.0013027362681236332
'110001110',1,p(1|110001110),0.9619768334450762
'110001111',1,p(1|110001111),0.03886919319059775
'110010000',10,p(1|110010000),0.10109398275056744
'110010001',6,p(1|110010001),0.6681526871547877
'110010010',2,p(1|110010010),0.5193110889643077
'110010011',1,p(1|110010011),0.9495131677384577
'110010100',1,p(1|110010100),0.10445444768415577
'110010101',0,p(1|110010101),0.8852199540657978
'110010110',0,p(1|110010110),0.00614533327086472
'110010111',2,p(1|110010111),0.5212219306007696
'110011000',3,p(1|110011000),0.02615133817978944
'110011001',0,p(1|110011001),0.622558856016987
'110011010',1,p(1|110011010),0.8787775283619009
'110011011',1,p(1|110011011),0.9901157303805497
'110011100',0,p(1|110011100),0.24253960389150112
'110011101',0,p(1|110011101),0.9785331218696637
'110011110',0,p(1|110011110),0.4535027437274758
'110011111',3,p(1|110011111),0.6810659612247019
'110100000',8,p(1|110100000),0.3686394904340684
'110100001',0,p(1|110100001),0.01760395415754871
'110100010',0,p(1|110100010),0.14318341615739683
'110100011',0,p(1|110100011),0.16219637275177162
'110100100',3,p(1|110100100),0.6496110531152216
'110100101',2,p(1|110100101),0.9017235377850844
'110100110',1,p(1|110100110),0.9586890324168836
'110100111',0,p(1|110100111),0.264485703726836
'110101000',0,p(1|110101000),0.07999689272436267
'110101001',1,p(1|110101001),0.019266657011211722
'110101010',0,p(1|110101010),0.0016861386455837447
'110101011',0,p(1|110101011),0.008056060715684456
'110101100',1,p(1|110101100),0.1033136753974424
'110101101',2,p(1|110101101),0.9987246607254192
'110101110',0,p(1|110101110),0.3915816517651391
'110101111',0,p(1|110101111),0.4314661271575251
'110110000',5,p(1|110110000),0.20405103685992618
'110110001',1,p(1|110110001),0.8805970582178296
'110110010',0,p(1|110110010),0.0009400689098937795
'110110011',0,p(1|110110011),0.4842796989381589
'110110100',4,p(1|110110100),0.2510258700107592
'110110101',0,p(1|110110101),0.749532652624931
'110110110',0,p(1|110110110),0.9283330924825925
'110110111',1,p(1|110110111),0.9241357965942114
'110111000',2,p(1|110111000),0.48790809032206234
'110111001',1,p(1|110111001),0.0016084880605748062
'110111010',0,p(1|110111010),0.01173758949059795
'110111011',0,p(1|110111011),0.07382831004626207
'110111100',3,p(1|110111100),0.026288777583483535
'110111101',2,p(1|110111101),0.9999975083107717
'110111110',5,p(1|110111110),0.20488341308194652
'110111111',1,p(1|110111111),0.9960240269601904
'111000000',10,p(1|111000000),0.2025781946774719
'111000001',0,p(1|111000001),0.5077313459891819
'111000010',2,p(1|111000010),0.5292124692957452
'111000011',5,p(1|111000011),0.7804604093397317
'111000100',10,p(1|111000100),0.3979811567675236
'111000101',2,p(1|111000101),0.9785395886047434
'111000110',5,p(1|111000110),0.5980756561647165
'111000111',0,p(1|111000111),0.5447628564061648
'111001000',8,p(1|111001000),0.013433568632158712
'111001001',1,p(1|111001001),0.0827786834270414
'111001010',1,p(1|111001010),0.0023259154479039657
'111001011',2,p(1|111001011),0.9996747455969532
'111001100',2,p(1|111001100),0.003534437819411598
'111001101',2,p(1|111001101),0.49978195727099717
'111001110',0,p(1|111001110),0.3317356858327349
'111001111',2,p(1|111001111),0.9968821053563541
'111010000',1,p(1|111010000),0.0010852383835034958
'111010001',0,p(1|111010001),0.12985567255649122
'111010010',0,p(1|111010010),0.41487686219238223
'111010011',0,p(1|111010011),0.18133991460329338
'111010100',0,p(1|111010100),0.8793114371758481
'111010101',0,p(1|111010101),0.5200851406303955
'111010110',0,p(1|111010110),0.6494222607360433
'111010111',0,p(1|111010111),0.5859638956796221
'111011000',6,p(1|111011000),0.1668955355707154
'111011001',0,p(1|111011001),0.03902497659857566
'111011010',3,p(1|111011010),0.0001040033165792798
'111011011',0,p(1|111011011),0.9951903754300039
'111011100',1,p(1|111011100),0.07341281211331338
'111011101',0,p(1|111011101),0.9839781679585875
'111011110',2,p(1|111011110),0.0508499966688631
'111011111',4,p(1|111011111),0.011836532168408893
'111100000',6,p(1|111100000),0.00022465172541909353
'111100001',3,p(1|111100001),0.9740738423214694
'111100010',6,p(1|111100010),0.3254929509726248
'111100011',2,p(1|111100011),0.001691612843457918
'111100100',7,p(1|111100100),0.1416150289944312
'111100101',2,p(1|111100101),0.9560279253061823
'111100110',4,p(1|111100110),0.49948177518185416
'111100111',2,p(1|111100111),0.9993359742926099
'111101000',0,p(1|111101000),0.0021414161835908493
'111101001',0,p(1|111101001),0.17272548314481545
'111101010',0,p(1|111101010),0.0016861386455837447
'111101011',0,p(1|111101011),0.0031735996758756957
'111101100',6,p(1|111101100),7.0037281592402665e-06
'111101101',0,p(1|111101101),0.019341137230069357
'111101110',0,p(1|111101110),0.005271521283583016
'111101111',3,p(1|111101111),0.36310629789484605
'111110000',5,p(1|111110000),0.01900720390609839
'111110001',0,p(1|111110001),0.25158117217155296
'111110010',5,p(1|111110010),0.20130367685658473
'111110011',3,p(1|111110011),0.33334284567275324
'111110100',0,p(1|111110100),0.09853739688783598
'111110101',0,p(1|111110101),0.7433013542906767
'111110110',3,p(1|111110110),0.001459370717641839
'111110111',2,p(1|111110111),0.998270268051707
'111111000',5,p(1|111111000),0.0015093381590320872
'111111001',1,p(1|111111001),0.0867359061459341
'111111010',0,p(1|111111010),0.05086288779259113
'111111011',2,p(1|111111011),0.05170705053236853
'111111100',5,p(1|111111100),0.010634459876853151
'111111101',2,p(1|111111101),0.9999979784408148
'111111110',5,p(1|111111110),0.204770929560726
'111111111',5,p(1|111111111),0.4058084366984479
'0000000000',4314,p(1|0000000000),0.029207280530196708
'0000000001',133,p(1|0000000001),0.12030960161481517
'0000000010',134,p(1|0000000010),0.04477052690181435
'0000000011',19,p(1|0000000011),0.421333512459706
'0000000100',136,p(1|0000000100),0.22793031933162525
'0000000101',6,p(1|0000000101),0.16469830167739977
'0000000110',14,p(1|0000000110),3.76612860633633e-05
'0000000111',11,p(1|0000000111),0.2727710569486028
'0000001000',115,p(1|0000001000),0.09564175391356243
'0000001001',33,p(1|0000001001),0.15204605016032663
'0000001010',7,p(1|0000001010),0.14278427349978393
'0000001011',1,p(1|0000001011),0.00954895251988575
'0000001100',19,p(1|0000001100),0.36620780327052466
'0000001101',0,p(1|0000001101),0.7228665897015354
'0000001110',8,p(1|0000001110),0.2517356576502872
'0000001111',3,p(1|0000001111),0.3384760668625961
'0000010000',109,p(1|0000010000),0.0734446678977501
'0000010001',11,p(1|0000010001),0.09090773234763475
'0000010010',30,p(1|0000010010),0.5329982047275814
'0000010011',8,p(1|0000010011),0.37490842121704554
'0000010100',6,p(1|0000010100),1.3986169330567376e-05
'0000010101',1,p(1|0000010101),0.006176938837368387
'0000010110',1,p(1|0000010110),2.901428616877042e-06
'0000010111',0,p(1|0000010111),0.11630107135594021
'0000011000',24,p(1|0000011000),0.41665569907152517
'0000011001',7,p(1|0000011001),9.743506596868011e-06
'0000011010',1,p(1|0000011010),0.835050061480092
'0000011011',3,p(1|0000011011),0.34856079142126545
'0000011100',7,p(1|0000011100),0.14109739188451523
'0000011101',3,p(1|0000011101),0.997983136998463
'0000011110',3,p(1|0000011110),0.00031681690932575834
'0000011111',2,p(1|0000011111),0.4976690382172462
'0000100000',109,p(1|0000100000),0.07339819171220058
'0000100001',11,p(1|0000100001),0.273036436875214
'0000100010',10,p(1|0000100010),0.00011891023917862984
'0000100011',1,p(1|0000100011),0.04404780460335843
'0000100100',16,p(1|0000100100),0.001852365764023744
'0000100101',16,p(1|0000100101),3.787862820020498e-05
'0000100110',5,p(1|0000100110),0.1967323063443291
'0000100111',3,p(1|0000100111),0.004683899610580091
'0000101000',9,p(1|0000101000),0.22479075801393308
'0000101001',0,p(1|0000101001),0.3988869418605009
'0000101010',1,p(1|0000101010),2.0721776709495264e-05
'0000101011',0,p(1|0000101011),0.0018590909343887206
'0000101100',5,p(1|0000101100),7.319206806327372e-06
'0000101101',0,p(1|0000101101),0.9250383915274103
'0000101110',1,p(1|0000101110),0.9174725207634101
'0000101111',0,p(1|0000101111),0.6450324595867238
'0000110000',14,p(1|0000110000),0.14318914831846835
'0000110001',10,p(1|0000110001),0.10005828864940666
'0000110010',8,p(1|0000110010),1.716747478956981e-07
'0000110011',0,p(1|0000110011),0.49794952594845554
'0000110100',5,p(1|0000110100),0.7899460055705468
'0000110101',2,p(1|0000110101),0.5227268860992393
'0000110110',2,p(1|0000110110),0.9998409627268046
'0000110111',2,p(1|0000110111),0.9957076876166858
'0000111000',9,p(1|0000111000),0.5555830787207955
'0000111001',1,p(1|0000111001),0.0002098027905097573
'0000111010',0,p(1|0000111010),0.0006250787302685298
'0000111011',3,p(1|0000111011),0.6676591378654396
'0000111100',7,p(1|0000111100),0.5629457810560884
'0000111101',0,p(1|0000111101),0.9999955916267498
'0000111110',1,p(1|0000111110),0.009940384680465498
'0000111111',1,p(1|0000111111),0.9912119425362347
'0001000000',124,p(1|0001000000),0.07257906663397015
'0001000001',10,p(1|0001000001),0.5058285853775484
'0001000010',10,p(1|0001000010),0.20453934155943407
'0001000011',4,p(1|0001000011),0.4999878271675067
'0001000100',11,p(1|0001000100),2.100676327810931e-06
'0001000101',0,p(1|0001000101),0.9985558153995693
'0001000110',1,p(1|0001000110),0.0030522616680895946
'0001000111',0,p(1|0001000111),0.9994975568145338
'0001001000',18,p(1|0001001000),0.055554633004274975
'0001001001',2,p(1|0001001001),0.957976885315102
'0001001010',16,p(1|0001001010),0.062494217904768834
'0001001011',0,p(1|0001001011),0.9998260267146495
'0001001100',6,p(1|0001001100),0.496588144280665
'0001001101',1,p(1|0001001101),0.026538195572182257
'0001001110',3,p(1|0001001110),0.663911216982487
'0001001111',0,p(1|0001001111),0.7400761377645778
'0001010000',7,p(1|0001010000),0.008792764261124478
'0001010001',3,p(1|0001010001),0.011364213054447913
'0001010010',0,p(1|0001010010),0.8340868495517697
'0001010011',0,p(1|0001010011),0.9989574130175924
'0001010100',1,p(1|0001010100),0.0058622840917497655
'0001010101',0,p(1|0001010101),0.5200851406303955
'0001010110',0,p(1|0001010110),0.025401205993303415
'0001010111',0,p(1|0001010111),0.5859638956796221
'0001011000',8,p(1|0001011000),0.374942795108987
'0001011001',0,p(1|0001011001),0.009005763830440536
'0001011010',0,p(1|0001011010),0.016397856247333115
'0001011011',0,p(1|0001011011),0.9972815165473936
'0001011100',1,p(1|0001011100),0.00031661292574940543
'0001011101',2,p(1|0001011101),0.9999644456755883
'0001011110',1,p(1|0001011110),0.00024788608470409617
'0001011111',2,p(1|0001011111),0.04336629124975682
'0001100000',16,p(1|0001100000),0.18792695385657948
'0001100001',3,p(1|0001100001),0.6613736707272125
'0001100010',9,p(1|0001100010),0.22162872767177913
'0001100011',1,p(1|0001100011),0.014481311983240692
'0001100100',8,p(1|0001100100),0.12460021519907323
'0001100101',0,p(1|0001100101),0.6250217008213717
'0001100110',0,p(1|0001100110),0.020957410125729856
'0001100111',0,p(1|0001100111),0.9979214816614825
'0001101000',3,p(1|0001101000),2.418698229315738e-06
'0001101001',5,p(1|0001101001),0.19989412482578622
'0001101010',1,p(1|0001101010),2.0721776709495264e-05
'0001101011',2,p(1|0001101011),3.421056064544408e-06
'0001101100',0,p(1|0001101100),0.003088644118224958
'0001101101',2,p(1|0001101101),0.4993625641289826
'0001101110',0,p(1|0001101110),0.0006875897326412629
'0001101111',2,p(1|0001101111),0.4791481835575647
'0001110000',4,p(1|0001110000),0.49340526400904794
'0001110001',5,p(1|0001110001),0.39363879732089413
'0001110010',1,p(1|0001110010),0.8793632785728507
'0001110011',0,p(1|0001110011),0.3355306837393278
'0001110100',1,p(1|0001110100),0.001210973926250146
'0001110101',0,p(1|0001110101),0.7433013542906767
'0001110110',1,p(1|0001110110),0.9967907647778252
'0001110111',2,p(1|0001110111),0.5326748042503289
'0001111000',7,p(1|0001111000),0.8568131106412165
'0001111001',4,p(1|0001111001),0.49313123472920944
'0001111010',0,p(1|0001111010),0.05086288779259113
'0001111011',1,p(1|0001111011),0.8772725117676652
'0001111100',2,p(1|0001111100),0.999728756366016
'0001111101',0,p(1|0001111101),0.9999975072148974
'0001111110',0,p(1|0001111110),0.013365245387271359
'0001111111',1,p(1|0001111111),0.1398875632306197
'0010000000',129,p(1|0010000000),0.04653185941298643
'0010000001',10,p(1|0010000001),0.00022190460640985994
'0010000010',6,p(1|0010000010),2.7507599135355948e-06
'0010000011',14,p(1|0010000011),0.07364134892577635
'0010000100',9,p(1|0010000100),0.1128945595610691
'0010000101',5,p(1|0010000101),0.40069233494792234
'0010000110',2,p(1|0010000110),0.9974927251559924
'0010000111',2,p(1|0010000111),0.009609363882139031
'0010001000',11,p(1|0010001000),1.6066411971988128e-05
